,text,sentiment
237,"For the price, it's a decent tablet. They way they get the price down is to psuh ads to your device. You can pay $15 to get the ads removed. Overall it's a good tablet.",POSITIVE
238,"Bought this to cut the cable cord! Works better than I imagined, highly recommend it!",POSITIVE
239,"Amazon Echo is a great personal assistant. I find it more helpful than Siri on my iPhone. It can be used to set timers, work outs, and silly things like telling jokes plus much more. Also, it can be used to turn your home into a smart home which I have done with my lights. ""Alexa, turn on lights.""",POSITIVE
240,"Very limited in capabilities. I am used to using ""OK Google"" on my phone.... Alexa is nowhere near as helpful or intuitive. It's more like Siri Wish it were easier to put iTunes purchases in the Amazon library for Alexa to play. That said, I knew what I was getting. Hoping the technology improved within a couple years.",NEGATIVE
241,Very Affordable. I gave this as a gift so I am not sure how well it works.,POSITIVE
242,Very satisfied with product as do my family /kids.,POSITIVE
243,Initially I bought this for my son and he's been using it everyday with a protective cover since my purchase my only issue I have really with the unit is that the charging port is in a horrible position and it's very difficult to insert the charger easily I may have a defective unit which I may have to return since the charging port is quite loose the price was right but quality could be a little better,MIXED
244,"The Echo is not cheap but provides entertainment far beyond its original cost. The longer I have it, the more uses I find. ....and it looks good.",POSITIVE
245,I got this only because the next best (full android tv) is the nvidia shield which is a little out of my price range. Amazon blocks alot of the native android features and hides some apps that are generally available in the android play store. Other than that it's a great streaming device,MIXED
246,Apple exceeds in all areas minus 4K. Tough decision but if I had to choose again I would opt for the new Apple TV.,MIXED
247,Great device to use for streaming tv shows & movie,POSITIVE
248,"For 50 dollars you cant REALLY complain, it actually will take a drop pretty well too.",POSITIVE
249,Have been reviewing this tablet on amazon for some time. Its an extra for us we keep it in the living room.,POSITIVE
250,"I like the reader, nice and small. What i don't like is if you have a very secure wifi system at home, it does not let you set it up. I had to go to my daughters house and set it up. That is a bit alarming. It should be more secure since the only way we can put items on there is by putting our information on it that can be compromised. Make it more secure and easy to put protection on it. That is the only reason I didn't make it a 5 star product.",MIXED
251,"In trying to get my son to read more and thought a kindle would help. First I got a good deal on an old kindle model that had been refurbished and it quickly broke. I had a gift card to Best Buy and this one was on sale, so I got it for him. I also bought him a silicone case and bought a Best Buy warranty. It is much easier to use this model vs the old one that he had originally, and I like that you can use FreeTime app on this device but you only just get the books. I also use overdrive to get him books from the library. So far it is working great for us. I bought this at Best Buy instead of getting it online from Amazon because I like the Best Buy warranty and that they are easier to deal with than Amazon.",MIXED
252,Very easy to use and I like the voice search. The Bluetooth headphones come in handy at night. We get to enjoy all the features with our prime account.,POSITIVE
253,Having a charger for my Kindle Paperwhite makes certain that I am charging the Kindle with the proper charging power.,NEUTRAL
254,I have more than one and am glad I ordered another. You can never have too many USB chargers.,POSITIVE
255,If you don't have cable this is a good thing to have. Great product. & you can even jail break it.,POSITIVE
256,I have an iPad pro and I read in a kindle. The best reading experience and no distractions. Use it several times a day!,POSITIVE
257,STill learning all that goes with Alexa. I also appreciate the email updates on the product,POSITIVE
258,Works very good with all my streaming apps and some gaming apps,POSITIVE
259,It works like expected. The photos are not as good as my cell phone but ok enough for the price,MIXED
260,"This reader is much more comfortable to hold than the Paperwhite. It is not quite as light as the Nook Glowlight, but the screen is much sharper.",MIXED
261,"I use it for reading at night in my room, the light makes it great.",POSITIVE
262,"Great gift for my daughter. She's a big time reader, it saves a lot of space and money.",POSITIVE
263,The amazon tables were great Christmas gift the kids love them,POSITIVE
264,I was given a fire when I was recuperating from spine surgery a few years ago. I used it for everything for quite some time. This one has a camera and plays all the latest files. I still have and use the old one as well. An excellent content delivery system. I got it with Best Buy customer appreciation money...what a deal!,POSITIVE
